industry,job_role,education_level,experience_years,ai_adoption_level,automation_risk,skill_shift_level,salary_change_percent,job_replacement_probability
Government,Nurse,Bachelor,3,0.4041432812345659,0.3547271369621105,0.36367656664351766,4.893195288640549,0.23982733272697376
IT,Teacher,Bachelor,5,0.8134387999872638,0.6959447585566992,0.9717343053135253,37.16027135101681,0.44849438342805076
Government,Nurse,Master,21,0.31912976120701697,0.3021722641156983,0.6683091008989941,25.115827009472785,0.15544395749758155
IT,Support Staff,Master,2,0.9791569770076605,1.0,1.0,33.41248284381524,0.6599831661784594
Manufacturing,Nurse,High School,8,0.5789504115335238,0.6288209392263342,0.8131576926914871,27.065222566577965,0.5168140630097278
Manufacturing,Manager,Diploma,9,0.875810580221283,0.909190700679602,0.8880327908312838,25.40820134681023,0.7147638244296063
Retail,Technician,Bachelor,13,0.6393501309758564,0.6766082389218016,0.8865969893131747,35.74880204649196,0.5317515558941361
Education,Support Staff,High School,10,0.29547547358749543,0.5185989989757904,0.5885754018427874,14.709050331706758,0.39421103968809756
Retail,Data Analyst,High School,17,0.5477445251863386,0.6020993338010685,0.6931725704592185,21.94655674815087,0.39544269439860324
Education,Teacher,High School,21,0.5532917936121804,0.4490372097709111,0.6732090304304319,24.55432914134422,0.21844465131797808
Retail,Teacher,Master,11,0.5501332072625038,0.6073182685439457,0.9622786050803445,31.50936688693415,0.40473734668727895
Finance,Teacher,Bachelor,22,0.8175199375462178,0.5724243681904306,0.8472036482243456,27.57527410196272,0.3671587577582654
Manufacturing,Data Analyst,Bachelor,11,0.8800443358856149,0.8100861206187223,0.9058805808061522,32.53721885551949,0.6563802317005083
IT,Data Analyst,Diploma,12,0.797834582764507,0.8350958192723462,1.0,29.69980898738219,0.710642335534948
Education,Data Analyst,Bachelor,24,0.38205978149221326,0.42628259882536096,0.46041029118771726,16.167164447767426,0.27154472389759937
Government,Data Analyst,Bachelor,12,0.5277124038892049,0.5856385828361269,0.8843038086317027,30.361951826944733,0.5200404988439089
Education,Teacher,High School,18,0.4862990214023838,0.47921699014159386,0.4940730154653566,15.102330462192258,0.2694340711322032
IT,Teacher,Diploma,18,0.6906079384718593,0.6617163865019218,0.6305366955836159,21.55671321222534,0.3565849435344549
Retail,Software Engineer,Bachelor,22,0.3648021122279384,0.3221443593003087,0.5564193037845706,17.763470548216446,0.1383668347584448
Education,Support Staff,Master,13,0.44762016784904207,0.5464944946789511,0.6774424695895355,22.07531646081793,0.43239364006365144
Logistics,Technician,Bachelor,3,0.7755598379034486,0.8130796744612095,0.8983295685138307,31.230288993800883,0.6381786759097213
Finance,Nurse,High School,12,0.7954870458420364,0.6296840850620298,0.6368005932420998,22.093452862050583,0.5295265811818235
Manufacturing,Nurse,Master,7,0.7865467112625177,0.6338367282934437,0.7061263969193246,23.90511655680305,0.49885800251693
IT,Manager,High School,22,0.6986905471118806,0.5983075692880736,0.5603020697574626,22.048990631872954,0.47360541896617725
Manufacturing,Teacher,Bachelor,20,0.6389809843120435,0.4866017843631751,0.48840065401812116,10.251350628824287,0.37772237460934255
Logistics,Manager,Master,22,0.7564289292934157,0.5673799186571,0.7732732510441254,26.011071930887212,0.2725596418727359
Education,Support Staff,Diploma,18,0.3139825328299152,0.46898510539641886,0.4484744874927088,17.154904729345382,0.2897582053024279
Education,Support Staff,Diploma,11,0.3474537928876521,0.6088927699995574,0.797821181765027,24.86104007206217,0.47071264196965007
Government,Manager,Master,17,0.2453602279184047,0.18832270064729642,0.32079069856437337,1.334022358267875,0.05427506818827717
Logistics,Teacher,Master,5,0.686637880995044,0.6534424514426262,1.0,34.305341516346154,0.4928380304626766
IT,Manager,High School,17,0.9803938068771234,1.0,1.0,31.713891670653545,0.8021885393911945
Government,Nurse,Master,18,0.29413881105838513,0.27461620705750905,0.42592052029638194,7.2006622780715706,0.11029324727771153
Finance,Software Engineer,High School,21,0.6663923127475258,0.626705764870006,0.8008311739998435,34.217227908844436,0.4344015616541712
Government,Nurse,Bachelor,4,0.4220189088989215,0.26773628309467634,0.5488719997273586,13.995591648484721,0.21938481521934766
Healthcare,Clerk,High School,23,0.6998131868754707,1.0,1.0,35.00870066848515,0.5666737088835534
IT,Teacher,Master,8,0.6866828227491503,0.6820861218695153,0.9413301172655051,37.897154731834604,0.5221312238051302
Healthcare,Teacher,Master,2,0.5244997798269981,0.48859001742822067,0.5672780245535025,19.526218127569333,0.35257190807033045
Logistics,Technician,Bachelor,9,0.584792041965875,0.7387045701695856,0.9650976002938189,32.51826050623301,0.6224455997207173
Retail,Data Analyst,Master,18,0.6530370578278243,0.6905085249915044,0.9592514369231167,31.89115196699515,0.40464193435582796
Healthcare,Clerk,Master,2,0.5165887058540796,0.8011161890659885,1.0,37.460795657106274,0.7609007064155167
Finance,Support Staff,Diploma,21,0.5388421336048018,0.8308911553283127,0.8883921321647867,34.765094551076835,0.5604021217058572
Government,Teacher,Diploma,14,0.4220484508503043,0.33790990427955486,0.5887977590576714,19.539196377637335,0.17305895253811118
Retail,Manager,Bachelor,0,0.6197732163923579,0.562323638540577,0.8981389025749712,33.13361551174338,0.45171886865070393
Government,Clerk,High School,6,0.20100843808296512,0.4437840979532883,0.41998347749564136,10.372262093759758,0.3219475573948428
Healthcare,Technician,Diploma,11,0.6506348398972204,0.7854306891910443,0.7662839445388698,22.08835282074773,0.5734400878609665
Government,Support Staff,High School,16,0.265108050001983,0.48984316154823393,0.45793042315720334,14.133226984582938,0.338789673356824
Logistics,Data Analyst,Master,20,0.6432242776286823,0.5455744765131663,0.8827677252526678,29.394309771774015,0.3541420884833002
Retail,Data Analyst,Diploma,23,0.49552912524060755,0.5658310524969867,0.7526566746839333,29.58041811666094,0.28245217734368616
Logistics,Technician,Bachelor,19,0.7018788358136856,0.6980243042044173,0.9206408740231117,34.66581358493881,0.37473732302696006
Healthcare,Technician,Bachelor,4,0.4799065651750096,0.604628780079883,0.7452563773681816,17.265475605385184,0.5273676575791559
Logistics,Manager,Bachelor,3,0.7544171118385988,0.6248051716955089,0.8270449617245114,25.971047626824717,0.5135233836317367
Finance,Teacher,Diploma,11,0.7556737263355766,0.7798043620846462,0.8375603059306748,26.009825397229253,0.5498554630840019
Healthcare,Data Analyst,High School,19,0.5766996098720225,0.5145490482981476,0.5815690760944341,15.913456017037065,0.38503579328155735
Healthcare,Support Staff,Master,23,0.628684208446999,0.8487046936828864,1.0,38.82707562852709,0.551929517878919
Healthcare,Clerk,High School,17,0.6139080622249338,0.7873609881807256,1.0,34.2678978936331,0.6461337931443246
IT,Support Staff,High School,16,0.6625785362225437,0.9512593050175553,1.0,39.52272497845848,0.6401172247382091
Government,Software Engineer,Master,18,0.3381570238456899,0.34489049934829835,0.7217435793444855,18.927958302635943,0.1429721024423327
IT,Software Engineer,Master,8,0.9757825540607714,1.0,1.0,36.52465902874991,0.9364238928299751
IT,Technician,Diploma,3,0.6940034941472792,0.8690969840036947,0.9831734421810715,36.55314254202911,0.6699291583751942
Finance,Manager,Diploma,20,0.7579837926512178,0.72558103869747,0.9225534274266135,35.58888451324277,0.5729346202848932
Retail,Software Engineer,Diploma,1,0.6911071339673653,0.5353507007984595,0.8081178756164089,24.532054742978353,0.3952819580895174
Government,Data Analyst,Diploma,3,0.21826952016574008,0.24670518491643773,0.24640317568966735,5.091827070869206,0.2011699387741847
Logistics,Support Staff,Diploma,1,0.6887678582193137,0.8609121187693645,0.917396771108883,27.08211657747649,0.8177382471843091
Education,Support Staff,Master,14,0.41385394945536064,0.6544205225678945,0.7531569181758329,18.922075968212212,0.3649117856706771
Healthcare,Technician,High School,1,0.5527113393811527,0.7421039084847401,0.8563068939705495,25.917682686236013,0.6931138571403462
Logistics,Teacher,Diploma,3,0.4798694677695137,0.3507450364952308,0.4079503854058689,1.3539105740680277,0.2831215492098332
Healthcare,Teacher,Diploma,5,0.3650524331534288,0.3753099474082647,0.4394476957876654,14.222387340761847,0.298748033019373
Finance,Clerk,High School,6,0.7334033311928225,1.0,0.9248205858207927,27.335942910912294,0.8031053002820939
Healthcare,Technician,Diploma,9,0.6381583004372512,0.7540145104807904,0.8264431321134476,30.457065232491697,0.6758878527380326
IT,Nurse,High School,18,0.9237053672265385,0.7258465301143299,0.9277203077048848,36.642278844812196,0.39283432764856074
Government,Clerk,High School,18,0.3903320047531831,0.5525019423815591,0.5340774265433514,12.246230990646016,0.31960280521711504
Education,Nurse,Master,21,0.28495338739766235,0.23660873984917435,0.5299243530226974,17.501314251783384,0.12132025565626577
Manufacturing,Teacher,Bachelor,11,0.7908155553426048,0.7749645981237232,0.9953345188522307,29.567000970187788,0.6527914385348956
Healthcare,Technician,Master,2,0.43466110924395107,0.46722415629601366,0.8194437692252041,25.07786464358059,0.29658118736941386
Logistics,Nurse,Bachelor,12,0.7688740459685843,0.7191856649462438,0.7654864466241073,19.022655625354666,0.5376089098651047
IT,Technician,Bachelor,17,0.9433928758409967,1.0,1.0,41.453726562170104,0.7503504382494363
Manufacturing,Technician,Bachelor,7,0.7982840384805868,0.9986919457613893,1.0,40.113032290394855,0.7542749805880585
Education,Teacher,Diploma,20,0.5820960845408956,0.629486482224771,0.927902435546156,30.423002799240045,0.374687992298983
Manufacturing,Clerk,Master,14,0.5609976375289456,0.7631157117917582,1.0,32.29727241515647,0.6081074432286333
IT,Clerk,Bachelor,0,0.9076701487712667,1.0,1.0,36.04464211874556,0.7227266626466639
Government,Technician,High School,2,0.3155849727677419,0.4431171431358074,0.362773846601967,1.7653758830405293,0.4019358745564613
Government,Software Engineer,Diploma,7,0.5171230599902279,0.4381644697482504,0.4776381525766269,15.634635575890352,0.37295872844389966
Retail,Manager,Master,3,0.4433363188316921,0.24996831521668808,0.48461559236648505,11.294851289967612,0.18381017556443546
Government,Teacher,Bachelor,15,0.453699774760256,0.3480128952494102,0.4080716237222267,7.572554543623946,0.18574580938872387
Retail,Manager,High School,22,0.6571764568777734,0.516669433151153,0.47528034373244893,17.779940424153246,0.2771700442565083
Manufacturing,Manager,Master,9,0.5645798864339389,0.397751915449404,0.6096596569362076,17.155564967090086,0.28068004931555524
Finance,Clerk,Master,11,0.6391766528572126,0.8249346098472922,0.8865783997565677,35.035622953547254,0.6889695288587301
Logistics,Clerk,Diploma,13,0.7168081612076787,0.882367556106152,0.8750283849924466,35.112448165412665,0.6193678429113416
Logistics,Software Engineer,Master,13,0.6092216113276555,0.41829319377075574,0.6138446625635374,14.208051640900095,0.296202518709533
Manufacturing,Manager,Diploma,1,0.6435384204277584,0.5671515281649745,0.5392469963877627,6.493995711032484,0.43957281951880445
Healthcare,Manager,Bachelor,22,0.42693187208811645,0.3349503311085843,0.4738146008680195,19.528828320769705,0.14341776528335404
Healthcare,Technician,Diploma,4,0.39603139342073224,0.5134657148688303,0.629367907950786,21.99520629131512,0.3182202928535884
Government,Clerk,High School,4,0.49999534594969886,0.668265833310872,0.7262091482364621,16.144754499086893,0.41528827374789146
Logistics,Manager,Diploma,5,0.6513743911380446,0.47519260201704716,0.7294038021081277,25.81958226215859,0.32166378398061507
Logistics,Support Staff,High School,12,0.4767347307470096,0.6904776425046479,0.7759995017727543,24.813636770484422,0.4870255268113179
Retail,Software Engineer,Diploma,8,0.48390311324972235,0.4435000761629444,0.5572932380302595,11.785734971661382,0.3804120869017846
Finance,Nurse,Master,21,0.6287067777817885,0.5647800671156614,0.7585283030027445,30.87873191924666,0.4199458381347453
IT,Support Staff,Bachelor,14,0.713608716748312,0.8477326149133562,1.0,32.16000678868368,0.5602958470273871
Healthcare,Support Staff,High School,13,0.5024276689152667,0.7832275601606888,0.9964973715606305,40.809981713269174,0.5111336991861701
Logistics,Nurse,Diploma,23,0.5662347778875978,0.46125146087210384,0.709886325091095,21.01234248149137,0.22151187264620031
Retail,Teacher,Diploma,6,0.46963129692226385,0.39851132959481234,0.5842526319407991,16.855566690080884,0.2763488375044564
Education,Teacher,Diploma,24,0.5086592952257856,0.48671247792055056,0.4847890890095865,11.292545019779094,0.28123094730150755
Retail,Software Engineer,Master,19,0.42814218492681866,0.3757273105381367,0.5226317998603409,15.866454973338959,0.20690956362160193
Healthcare,Support Staff,Master,1,0.5746509855993743,0.7206905048933088,0.7868125771820009,25.814267532171737,0.51850642582273
Healthcare,Manager,High School,6,0.5497273683583271,0.42006416515724776,0.6458525914037877,14.546101783012098,0.2622209942662542
Retail,Clerk,High School,5,0.5488323793182535,0.8578408434020534,0.989120328793872,33.76104418813239,0.5363729646562935
IT,Software Engineer,Master,16,0.8820525711496215,0.7219354698811038,1.0,35.82871693268143,0.42816108849060913
Manufacturing,Technician,High School,24,0.7419337126684789,0.7039450656887299,0.7129951745425102,19.737231911253055,0.5113505404202664
Healthcare,Nurse,Bachelor,24,0.6577392901962346,0.5359953515863699,0.8319740843834398,34.05852760935842,0.2741031777538755
Retail,Support Staff,Bachelor,1,0.5864530321825909,0.8640351366140255,0.954896285911993,29.19852167375379,0.6983337889581881
Logistics,Software Engineer,Master,2,0.6414371379799859,0.45676444208818895,0.5073397570775464,12.125275439112142,0.38142675614523364
Retail,Data Analyst,High School,4,0.6404170921006757,0.8161074210760865,0.8478526579583294,27.130780427322442,0.7637849284395981
Finance,Data Analyst,Diploma,4,0.7121512977267179,0.7574876357404016,0.9072541540760772,29.78556298826878,0.7080208246805028
Manufacturing,Teacher,Bachelor,0,0.6519004867248127,0.7278350039720634,0.8953817042599962,23.57884542220168,0.663062642837467
Education,Nurse,Master,7,0.3224832213617999,0.3281271819900206,0.6798538318918295,19.075206546124317,0.18232025594835552
IT,Clerk,High School,11,0.7033147249819376,0.9207977925316885,0.857689642616347,28.22443502821445,0.7288518155010406
Government,Manager,Master,23,0.5148093243911356,0.3320902685002143,0.5759284727220182,21.320495356864203,0.1922845251343322
Education,Clerk,Diploma,3,0.49854740112932305,0.6609018454260447,0.7904446178633623,28.25023378689969,0.41858519476769923
Manufacturing,Clerk,Bachelor,12,0.8780824533575122,1.0,1.0,35.939787337200215,0.7823896147798024
Manufacturing,Clerk,Master,22,0.7611521320002301,1.0,1.0,32.441395448779886,0.8402174510251103
Manufacturing,Nurse,Master,14,0.7156903085232195,0.57467418106577,0.8881712106245421,27.60989812526295,0.39889719545443314
Education,Clerk,Master,10,0.27090077113981126,0.4947971443249485,0.8012978598910894,22.037612017331796,0.27232925192490326
Logistics,Technician,Diploma,9,0.6850747985411104,0.7521572708370918,1.0,30.295380758269495,0.44680154818607126
Manufacturing,Nurse,Master,2,0.7537730659188809,0.82509638827753,1.0,31.79079158341369,0.6466303637741161
Retail,Technician,Diploma,21,0.6965731127556675,0.6817966977509176,0.7129411498510718,21.035073769150817,0.37515739268672615
Education,Nurse,Diploma,13,0.33370557222378505,0.2010340040445741,0.397980953121966,5.128780232226619,0.11242411425890037
Government,Teacher,Diploma,15,0.38575807435039255,0.24975075975707867,0.30744674444352404,-0.5085784051262063,0.14929609806605093
Manufacturing,Software Engineer,Bachelor,9,0.7778350672913255,0.8500678451871505,0.9348289728087652,26.07934431393964,0.5604675624219895
Retail,Data Analyst,Bachelor,9,0.5756069111598202,0.6494269118839917,0.6749781693988613,15.407236534746142,0.579090593109999
Logistics,Clerk,Master,11,0.646452740031941,0.8142680904509711,1.0,31.2663697530836,0.6002152687733341
Finance,Teacher,Master,8,0.771924803614529,0.5904942816561606,0.8893446183385945,28.792312571415188,0.3733436751333598
Logistics,Software Engineer,Bachelor,0,0.5217434233343857,0.41039684804670806,0.49247166523264085,10.287468071054974,0.3765342076671791
Government,Data Analyst,High School,4,0.4539695200960456,0.4139285777597781,0.5762112336132327,10.416608530675857,0.36350113298430786
Manufacturing,Support Staff,Bachelor,19,0.7669071000015812,1.0,1.0,35.897400098290234,0.7787534154329101
Government,Manager,Diploma,7,0.5136262891281007,0.4664747251088349,0.45428486023088765,7.943804818301071,0.4075506095827499
Education,Technician,Bachelor,10,0.5465180536617535,0.6236058469627893,0.7050286703981605,17.927373889892696,0.5162843343885426
Healthcare,Support Staff,Diploma,11,0.46030146369639363,0.724390696702023,0.9369819746325835,26.44627783624662,0.6395255228748485
Manufacturing,Nurse,Master,0,0.6466830637413036,0.5076064759284658,0.6536838116559431,17.019985922778343,0.4070297434872205
Healthcare,Data Analyst,High School,24,0.6935786633483567,0.7940047839145186,0.9126371749138195,36.096493862304264,0.6038616031975365
Retail,Support Staff,Master,21,0.5345428133203398,0.8068448735592557,0.8852523521215558,28.751683855195697,0.7017747161384678
Finance,Manager,Diploma,19,0.8172473373700528,0.6441412288615184,0.7524120965477569,21.240226303409216,0.4871271241036058
IT,Teacher,Diploma,24,0.7073583583231687,0.7216282317223616,0.9303102294198952,39.308473257258825,0.37789773441789876
Government,Data Analyst,Diploma,10,0.42498662018006106,0.42517077532513897,0.6154506553902773,14.995576762416054,0.3034918945396033
Logistics,Support Staff,High School,4,0.7334510655762052,0.8487269871220087,1.0,30.483351437511974,0.7061468140683672
Finance,Technician,Bachelor,14,0.8315883373552564,0.7637536285185614,1.0,40.08516327531899,0.47300877086141996
Manufacturing,Technician,Master,4,0.6680690493559582,0.733346909373807,1.0,37.60528519000113,0.7038222524882
Healthcare,Software Engineer,Master,11,0.6037434094734183,0.6010589965680095,0.8861147065966337,29.45531944314412,0.3726251795061501
Logistics,Support Staff,Bachelor,4,0.6385845531638668,0.9491231322233995,0.9602260043590104,31.881036533288757,0.6559135510634594
Healthcare,Clerk,Master,16,0.37122012412326383,0.6292788105225754,0.8665171462158807,26.806256037722893,0.5305945776445662
Education,Support Staff,High School,16,0.49149990805813015,0.7595288978910668,0.6727231016112654,16.41215961826163,0.5373617230983372
Healthcare,Teacher,Master,23,0.5915337953832451,0.6125903682471104,0.9454141042377184,36.024816594965266,0.2967317253050088
Education,Data Analyst,Diploma,11,0.5757123816962879,0.5266923701177231,0.5889459536787083,11.882706974624432,0.3976213178176166
Retail,Data Analyst,Bachelor,23,0.5240593561591403,0.5576132431724344,0.7544635241137068,25.942153148596603,0.3649038277928467
Logistics,Teacher,High School,14,0.5305878222486802,0.3758580585243253,0.3736639160859412,12.900842606023485,0.18279283351745845
Logistics,Support Staff,Bachelor,14,0.4655973382070377,0.6921219169779539,0.9659969675110567,39.70387620804456,0.6154656929294238
IT,Teacher,High School,5,0.795474765340067,0.8866356210676448,1.0,30.871987438568304,0.720137874849397
Manufacturing,Manager,Diploma,11,0.6556708450271257,0.43220163614060836,0.5217265091151807,15.167053950730981,0.3106116829521081
Education,Nurse,Bachelor,19,0.5163809071083565,0.5078191368891689,0.8098419746180151,27.931804027104974,0.3275260352843352
IT,Teacher,Master,17,0.7739937176943663,0.7507020488570669,0.8941783014667832,36.146245097038516,0.5634234911555621
Healthcare,Technician,High School,13,0.6821749187101953,0.7907855124385839,0.8779168355150172,27.363427969488413,0.5221621284871842
Healthcare,Teacher,Bachelor,1,0.6868085710457245,0.5856784926993377,0.8862449931428841,22.12545357341879,0.43457189815756025
IT,Data Analyst,Master,8,0.8673180065761978,0.8390939376930291,1.0,30.55073447117698,0.6555825951241611
Logistics,Technician,Bachelor,4,0.7750311004552091,0.6970546132834132,1.0,31.994273614032775,0.6298919324209179
Healthcare,Data Analyst,Bachelor,19,0.6162990205800734,0.5726578809972682,0.6153157066207525,17.277860355179726,0.2872219925974183
Government,Software Engineer,Bachelor,0,0.3914008743412942,0.2462237660045482,0.2526200404077754,2.8642568478245263,0.21204580804751313
Retail,Clerk,High School,22,0.41310777739797233,0.6679154007511471,0.8843627741535138,34.363052830574176,0.5127458517175254
Retail,Data Analyst,Master,2,0.510509280229844,0.45719953683849696,0.5312265699902523,9.899871484940121,0.3122895753791063
Government,Technician,Diploma,5,0.3963060621769162,0.5529218418460846,0.8500830604277066,26.74666352524136,0.33730639925334166
IT,Software Engineer,High School,4,0.9523865532572535,0.8884953851970027,1.0,28.94670924750002,0.6547675122460785
Government,Data Analyst,High School,20,0.36846668178748276,0.4423655999225836,0.3903229184352958,14.342288667429521,0.2785987302335251
Education,Manager,High School,4,0.5641861354372848,0.4274495452660847,0.5156041642584828,17.227285285014133,0.27853038227938876
Education,Teacher,Diploma,0,0.4860221426582141,0.4371209969493905,0.45184310106289105,14.090581972401354,0.3493221104847797
IT,Clerk,Master,16,0.697949672068785,1.0,1.0,40.622633969430055,0.7633125240809974
Government,Data Analyst,Master,18,0.5482434792637826,0.48159388842941,0.5530926836703514,12.57670141752052,0.3239824808907018
Education,Software Engineer,Master,13,0.4345314312638694,0.32555334801658486,0.4539269537453912,5.581070716962151,0.17787715528811296
Logistics,Manager,Bachelor,11,0.5871504037431776,0.5464495102846045,0.6735949890242193,21.466935235041955,0.3767007812244061
Government,Support Staff,Bachelor,9,0.43068981756433433,0.542153662501849,0.6956802875879683,26.0568732640559,0.4550926929239468
Logistics,Software Engineer,Bachelor,19,0.4881126598933637,0.3327035091247195,0.6748271994978321,18.29544031731936,0.23085818198186323
Education,Teacher,Diploma,20,0.472788526363674,0.381511076084128,0.6142640520735214,13.726397318798165,0.263068111857918
Retail,Software Engineer,Bachelor,17,0.5243826001747455,0.36503602330351653,0.6231295038126977,23.10678022395833,0.22436774706828
Education,Manager,Diploma,23,0.39233592449950405,0.2975482245620932,0.43551268472178417,7.119619023921096,0.1211350092386622
Logistics,Software Engineer,Master,10,0.7835570074126148,0.6174525568310882,0.9614517730426084,32.22980216983774,0.4232988814403166
Finance,Manager,Bachelor,1,0.6828889008562187,0.6874146645569319,0.8061776570364309,26.624642612904807,0.4718834735475967
Manufacturing,Data Analyst,Bachelor,24,0.6266911178144785,0.7409739820235506,0.9890886714942112,34.15056124271367,0.38926618399406254
Healthcare,Nurse,High School,17,0.5106372177820545,0.49376089720615585,0.7415852885885161,19.778888747843943,0.35490401065062444
Government,Manager,Diploma,24,0.5217855916004355,0.4361998206412565,0.49631993876857605,18.374651986055866,0.20319268062492774
Finance,Manager,Master,6,0.5616334149657082,0.539453104301172,0.8253592415105606,27.903266886619722,0.36872683084815616
Education,Clerk,High School,23,0.3248849635408829,0.526275002034915,0.7217852044882488,30.942220015812854,0.4109425378369833
Retail,Manager,High School,14,0.35456034871497927,0.3052266606267119,0.5257593147994472,12.590865565814635,0.14847333380577588
IT,Manager,Master,10,0.6549665172885185,0.623915847472598,0.9251922893016336,26.374801654055908,0.38787719146851046
Education,Support Staff,High School,17,0.5402870694354793,0.7871150312365525,0.7863778044325502,29.599201623488312,0.45381158944955174
Retail,Nurse,Diploma,22,0.6062429123950346,0.5577979588897523,0.6219967119388835,20.650653063488708,0.36576365660893145
Manufacturing,Data Analyst,Diploma,11,0.6742643697581854,0.6304134261202027,0.5876787373635901,13.203990358031174,0.4933035519685551
Education,Teacher,Bachelor,5,0.49440890502965046,0.41503931639015257,0.681349408575181,23.04147125394026,0.29782993774768646
Logistics,Clerk,High School,19,0.5883220742084896,0.9013353657355325,0.8162942278572156,24.978306083774026,0.6597734288321148
IT,Support Staff,Bachelor,22,0.9835138785992397,0.9516999701322546,1.0,34.527939857995236,0.7712169141043603
Retail,Technician,High School,12,0.6884684384991122,0.8586391012482563,0.8001703163143449,21.51800688654615,0.7439750955466999
Retail,Nurse,Diploma,19,0.48747782153327013,0.3682714888639937,0.37842826811156716,7.622459413390775,0.2678465649752061
Retail,Data Analyst,Diploma,15,0.6489776672193037,0.5788773022136425,0.6956615670049255,21.331921202470674,0.4682727562361048
Manufacturing,Data Analyst,Diploma,17,0.8205811645941132,0.7081599185334448,0.9164180638425047,32.813554357092286,0.5153032700802836
Education,Technician,High School,9,0.35849997801012623,0.373271091415909,0.3219218632355862,6.794055051086709,0.22109747252177742
Manufacturing,Teacher,Diploma,22,0.6312139401153871,0.5721332448340504,0.6761581211073248,27.700326593994724,0.28186392593678344
Government,Manager,High School,7,0.3603821276374919,0.20568222651278337,0.27468017255632005,-2.586583048311894,0.10261769164420903
Healthcare,Support Staff,Bachelor,17,0.6234720942150421,0.9452014634533628,1.0,31.052177180183882,0.749881368316241
Healthcare,Software Engineer,High School,20,0.6860587246550609,0.6418878501491998,0.582333281987421,12.42737249256594,0.4986488014102134
Government,Clerk,Bachelor,0,0.46725267410330046,0.6294317729491977,0.9221790959941716,25.221515856563514,0.5211942967494373
Education,Software Engineer,High School,22,0.5493224447564296,0.5322505588161393,0.6081135362331073,21.660502959869337,0.24615544077611962
Logistics,Technician,Bachelor,7,0.6610725071596808,0.8628674960043365,0.8679009285987901,31.185266722903513,0.6875779262613897
Manufacturing,Data Analyst,Diploma,5,0.842392740794744,0.9642747644658621,1.0,37.43806856233746,0.917590386467302
IT,Teacher,Bachelor,4,0.9245473003011961,0.675212995447636,1.0,30.72449854285211,0.5601191145099477
Retail,Data Analyst,Diploma,14,0.481944939674198,0.6057537862026325,0.7678279545976191,23.022995716031097,0.49534977905920435
Retail,Clerk,Diploma,21,0.5431966057422524,0.8514643407258631,0.9777622762052878,35.99691817602395,0.6869073280068384
Education,Data Analyst,Bachelor,14,0.5316635926963932,0.4866216836428957,0.7940672357086322,21.291222769211174,0.4050620755356115
Logistics,Data Analyst,High School,1,0.4661198569664847,0.41045218669692385,0.6438330630865334,18.506186117428957,0.3724436497442526
Healthcare,Clerk,High School,0,0.6328277488245404,0.8833275301659237,1.0,38.804820404109094,0.8053254515292914
Healthcare,Support Staff,Master,22,0.4122608434171582,0.5381429873967034,0.7440515128037042,24.211993812702723,0.2838861894275478
Retail,Support Staff,High School,22,0.5301392659925036,0.7967066952501565,0.9039841850161607,36.11345802682384,0.4245693222729756
Education,Clerk,Master,10,0.5328964038445781,0.735602165344381,1.0,35.000406986835294,0.5614029580199836
Manufacturing,Teacher,High School,9,0.6388373773548432,0.6915634498572867,0.6595591997079172,15.013906119180868,0.43463519495200736
Healthcare,Technician,High School,17,0.4360326037571535,0.5380207717938355,0.5945411330695888,19.141200373762533,0.44590198045616875
Manufacturing,Nurse,Diploma,17,0.6909675394617882,0.5250249641359069,0.7654624067869567,23.44429952674183,0.3095424350245705
Logistics,Data Analyst,Master,16,0.7631249791521721,0.6702828565987555,0.9494367285732106,28.337491287235977,0.555783713796512
Healthcare,Teacher,High School,7,0.3501549735030227,0.30345084112148324,0.34737226464563215,6.650908670466373,0.2034118032239442
Healthcare,Data Analyst,Master,14,0.6654840838246772,0.7772727007080993,1.0,40.107188191896725,0.5231507790642547
Finance,Nurse,Diploma,7,0.5538324586245628,0.5601447814115373,0.5515226256368982,12.35575535645891,0.5124325758556589
Healthcare,Technician,Diploma,16,0.6965302316236186,0.70883068967205,0.7993548533697566,25.854514968192294,0.47087691455768793
Government,Support Staff,Master,11,0.5341964475634638,0.6497458875393519,0.9773408758264217,38.872599607795514,0.45609061416415125
IT,Teacher,Diploma,7,0.8231363163569492,0.5735589625077386,0.6007370380055654,20.196472470658712,0.3591107874959131
Government,Manager,Bachelor,24,0.3794520867344199,0.3005646559050036,0.36565118355009973,11.833737142375815,0.1458964262769054
Education,Manager,Bachelor,13,0.418542269096549,0.22832787550390674,0.5611144064746577,12.835713056397372,0.10649565053184443
Education,Nurse,Diploma,3,0.47240527598083293,0.3937503722246413,0.41721454257982205,12.297254275691724,0.3216413926181044
Manufacturing,Manager,Bachelor,0,0.5817525957822259,0.49382801917574926,0.5851495220533081,10.18471758286942,0.4231973266913171
Government,Support Staff,High School,0,0.21141628191954828,0.44771625143947225,0.6870818300559906,20.43992858552624,0.40371465054764816
Government,Nurse,Master,18,0.22019602494556462,0.14604293471641022,0.4531909343091692,6.339206210470836,0.04302094636523149
Government,Support Staff,High School,15,0.3555278722345301,0.5066063386320104,0.6514651251902454,22.04056830946039,0.3455128225781777
Logistics,Technician,Master,13,0.5464417787268192,0.670688531271252,1.0,32.92573222248032,0.4486449214465719
Healthcare,Data Analyst,Diploma,20,0.5677138468298478,0.6339831429698346,0.6245212217527126,19.499578705076708,0.4979144555669712
